dataset,method,n_genes,classifier,accuracy_mean,accuracy_std,time_selection
ascendens_baseline,FE3,2,NaiveBayes,0.39904761904761904,0.14050120842598118,0.0
ascendens_baseline,FE3,2,DTree,0.28761904761904755,0.06442489342966767,0.0
ascendens_baseline,FE3,2,RF,0.34285714285714286,0.0116642368703961,0.0
ascendens_baseline,FE3,2,SVM,0.38476190476190475,0.06255337856637344,0.0
ascendens_baseline,FE3,3,kNN-1,0.3828571428571429,0.11351326253339322,0.0
ascendens_baseline,FE3,3,kNN-3,0.40095238095238095,0.19416429445866298,0.0
ascendens_baseline,FE3,3,NaiveBayes,0.4276190476190476,0.0943001431960881,0.0
ascendens_baseline,FE3,3,DTree,0.4114285714285715,0.0966842583101751,0.0
ascendens_baseline,FE3,3,RF,0.37142857142857144,0.09637417630989345,0.0
ascendens_baseline,FE3,3,SVM,0.35809523809523813,0.10985044461178067,0.0
ascendens_baseline,FE3,5,kNN-1,0.37142857142857144,0.08666143364630344,0.0
ascendens_baseline,FE3,5,kNN-3,0.34095238095238095,0.11643222313876006,0.0
ascendens_baseline,FE3,5,NaiveBayes,0.38380952380952377,0.11576816304017329,0.0
ascendens_baseline,FE3,5,DTree,0.3571428571428571,0.11664236870396086,0.0
ascendens_baseline,FE3,5,RF,0.3838095238095238,0.034020135427603335,0.0
ascendens_baseline,FE3,5,SVM,0.38476190476190475,0.08642037216781459,0.0
ascendens_baseline,FE3,7,kNN-1,0.38380952380952377,0.11113106396811294,0.0
ascendens_baseline,FE3,7,kNN-3,0.39428571428571424,0.10806061958765983,0.0
